test_circle,prior_state_covariance 1,prior_state_covariance 2,prior_state_covariance 3,prior_state_covariance 4,prior_state_covariance 5,prior_state_covariance 6,prior_state_covariance 7,prior_state_covariance 8,prior_state_covariance 9,kalman_gain 1,kalman_gain 2,kalman_gain 3,measurement_covariance,normalized posterior_state_covariance 1,normalized posterior_state_covariance 2,normalized posterior_state_covariance 3,normalized posterior_state_covariance 4,normalized posterior_state_covariance 5,normalized posterior_state_covariance 6,normalized posterior_state_covariance 7,normalized posterior_state_covariance 8,normalized posterior_state_covariance 9,
600,1819,15,-5178,4069,33,-11579,3988502,447208,64656,4069,33,-11579,447208,1408,11,19,11,2,-5,19,-5,284650,
601,1851,79,-5286,4139,177,-11820,3988039,447207,64656,4139,177,-11820,447207,1339,-69,60,-69,-49,47,60,47,284661,
602,1742,77,-5138,3897,173,-11489,3988594,447207,64656,3897,173,-11489,447207,1399,1,22,1,-44,-17,22,-17,284696,
603,1888,-340,-5254,4221,-761,-11750,3989276,447206,64656,4221,-761,-11750,447206,1417,13,7,13,-41,-7,7,-7,284711,
604,1085,261,-5175,2427,585,-11572,3989046,447205,64656,2427,585,-11572,447205,1238,67,30,67,-2,-11,30,-11,284705,
605,1883,-1299,-5029,4212,-2904,-11245,3987136,447203,64656,4212,-2904,-11245,447203,1361,71,0,71,-392,57,0,57,284710,
606,1835,38,-5317,4104,85,-11890,3988492,447207,64656,4104,85,-11890,447207,1349,20,26,20,41,5,26,5,284682,
607,1886,204,-5211,4219,456,-11653,3988330,447207,64656,4219,456,-11653,447207,1321,-89,-9,-89,-86,-22,-9,-22,284690,
608,1810,135,-5307,4048,302,-11867,3988269,447207,64656,4048,302,-11867,447207,1383,-50,1,-50,-97,9,1,9,284709,
609,1824,411,-4806,4079,919,-10748,3989273,447206,64640,4079,919,-10748,447206,1414,-9,0,-9,-72,-101,0,-101,284596,
610,1863,95,-5187,4167,213,-11599,3988573,447207,64640,4167,213,-11599,447207,1414,-22,-20,-22,-32,-65,-20,-65,284615,
611,1892,28,-5230,4232,63,-11696,3987789,447207,64640,4232,63,-11696,447207,1420,-8,-7,-8,17,-18,-7,-18,284662,
612,1783,37,-5275,3988,83,-11795,3988573,447207,64640,3988,83,-11795,447207,1358,135,19,135,-266,-47,19,-47,284672,
613,1751,86,-5266,3915,193,-11776,3988580,447207,64640,3915,193,-11776,447207,1373,7,-33,7,29,-21,-33,-21,284647,
614,1857,17,-5355,4154,39,-11974,3988750,447207,64640,4154,39,-11974,447207,1349,-13,10,-13,14,5,10,5,284692,
615,1383,349,-5182,3093,781,-11587,3988248,447206,64640,3093,781,-11587,447206,1306,106,23,106,-113,-21,23,-21,284688,
616,1542,253,-5326,3449,567,-11909,3987804,447207,64640,3449,567,-11909,447207,1317,91,-34,91,-44,42,-34,42,284687,
617,1643,115,-5300,3676,258,-11853,3989009,447207,64640,3676,258,-11853,447207,1373,25,-5,25,8,4,-5,4,284685,
618,1816,-78,-5144,4062,-175,-11503,3987539,447206,64640,4062,-175,-11503,447206,1411,5,-1,5,5,6,-1,6,284682,
619,1870,31,-5749,4181,71,-12856,3989240,447205,64640,4181,71,-12856,447205,1423,0,5,0,10,9,5,9,284609,
620,1900,-374,-5238,4248,-838,-11714,3989015,447207,64640,4248,-838,-11714,447207,1423,20,0,20,-141,12,0,12,284693,
621,1743,-200,-5261,3898,-448,-11764,3987827,447207,64640,3898,-448,-11764,447207,1399,-62,3,-62,-137,10,3,10,284691,
622,1887,-44,-5326,4219,-99,-11911,3987812,447207,64640,4219,-99,-11911,447207,1388,-5,21,-5,22,-1,21,-1,284678,
623,1712,-165,-5119,3829,-370,-11447,3988529,447207,64640,3829,-370,-11447,447207,1398,-28,28,-28,-33,33,28,33,284681,
624,1804,-260,-5382,4035,-582,-12036,3987876,447207,64640,4035,-582,-12036,447207,1418,-10,3,-10,-67,-43,3,-43,284655,
625,2074,223,-5439,4638,499,-12162,3988830,447205,64640,4638,499,-12162,447205,1398,-23,19,-23,4,10,19,10,284687,
626,1950,-16,-5247,4360,-36,-11734,3987861,447207,64640,4360,-36,-11734,447207,1374,-6,5,-6,11,3,5,3,284702,
627,1728,50,-5270,3864,112,-11785,3988567,447207,64640,3864,112,-11785,447207,1404,2,1,2,9,0,1,0,284709,
628,1813,-713,-5300,4054,-1595,-11851,3987871,447207,64640,4054,-1595,-11851,447207,1420,-16,0,-16,-679,-28,0,-28,284690,
629,1882,-376,-5312,4208,-842,-11880,3988327,447207,64640,4208,-842,-11880,447207,1423,16,2,16,-128,-25,2,-25,284707,
630,1908,-76,-5533,4268,-171,-12373,3988265,447207,64640,4268,-171,-12373,447207,1421,9,21,9,11,-32,21,-32,284623,
631,1827,47,-5159,4085,107,-11536,3988014,447208,64640,4085,107,-11536,447208,1422,9,26,9,-10,-57,26,-57,284572,
632,1796,14,-5250,4017,32,-11739,3987760,447208,64624,4017,32,-11739,447208,1393,37,-21,37,-20,21,-21,21,284655,
633,1668,115,-5256,3730,257,-11755,3988243,447207,64624,3730,257,-11755,447207,1375,32,7,32,-4,-4,7,-4,284676,
634,1845,102,-5328,4125,229,-11915,3987836,447208,64624,4125,229,-11915,447208,1406,-8,14,-8,-22,26,14,26,284670,
635,1876,-5,-5130,4196,-12,-11473,3988298,447207,64624,4196,-12,-11473,447207,1416,-1,-7,-1,13,0,-7,0,284668,
636,1782,888,-5013,3986,1987,-11211,3987138,447207,64624,3986,1987,-11211,447207,1421,37,9,37,-622,-191,9,-191,284650,
637,1533,788,-5249,3428,1762,-11738,3986869,447205,64624,3428,1762,-11738,447205,1393,97,3,97,-177,-32,3,-32,284692,
638,1756,124,-5287,3926,277,-11823,3987869,447208,64624,3926,277,-11823,447208,1375,82,-16,82,-77,24,-16,24,284702,
639,1838,-9,-5423,4111,-20,-12126,3987623,447208,64624,4111,-20,-12126,447208,1403,33,27,33,-17,-62,27,-62,284594,
640,1827,53,-5244,4085,120,-11726,3987546,447208,64624,4085,120,-11726,447208,1420,11,4,11,-440,202,4,202,284565,
641,1676,203,-5016,3749,454,-11216,3988739,447206,64624,3749,454,-11216,447206,1409,22,28,22,21,0,28,0,284624,
642,1704,-256,-5188,3811,-574,-11602,3988054,447207,64624,3811,-574,-11602,447207,1364,-158,37,-158,-439,80,37,80,284659,
643,1917,227,-5409,4287,507,-12096,3988502,447207,64624,4287,507,-12096,447207,1387,-84,41,-84,-76,88,41,88,284655,
644,1868,4,-5198,4177,9,-11623,3988079,447207,64624,4177,9,-11623,447207,1384,-46,2,-46,-14,3,2,3,284685,
645,1543,-246,-5778,3450,-551,-12922,3988529,447206,64624,3450,-551,-12922,447206,1382,-32,-60,-32,-10,-50,-60,-50,284569,
646,1663,207,-5365,3720,463,-11998,3988599,447205,64624,3720,463,-11998,447205,1407,5,-19,5,-6,-6,-19,-6,284667,
647,1848,-183,-5223,4134,-410,-11679,3987348,447208,64624,4134,-410,-11679,447208,1420,21,-10,21,-215,64,-10,64,284677,
648,1957,-101,-4992,4377,-225,-11164,3988540,447206,64624,4377,-225,-11164,447206,1416,14,-27,14,17,35,-27,35,284651,
649,1914,-729,-5536,4280,-1630,-12379,3987344,447207,64624,4280,-1630,-12379,447207,1419,54,6,54,-514,-151,6,-151,284651,
650,1477,-1324,-5527,3303,-2961,-12359,3989337,447205,64624,3303,-2961,-12359,447205,1389,-142,-26,-142,-541,-140,-26,-140,284682,
651,1477,-1324,-5527,3303,-2961,-12359,3989337,447205,64624,3303,-2961,-12359,447205,1389,-142,-26,-142,-541,-140,-26,-140,284682,
652,1832,-122,-5303,4097,-274,-11859,3988117,447208,64624,4097,-274,-11859,447208,1412,-17,-8,-17,51,-21,-8,-21,284702,
653,1930,-115,-5436,4316,-259,-12156,3988531,447207,64624,4316,-259,-12156,447207,1412,7,13,7,1,-21,13,-21,284687,
654,1431,0,-5106,3201,1,-11419,3988262,447206,64624,3201,1,-11419,447206,1156,2,199,2,11,0,199,0,284561,
655,1644,-25,-4981,3677,-58,-11138,3987607,447207,64624,3677,-58,-11138,447207,1247,10,48,10,15,-4,48,-4,284652,
656,1615,-405,-5286,3611,-907,-11820,3989006,447207,64624,3611,-907,-11820,447207,1362,-57,3,-57,-316,-58,3,-58,284666,
657,1778,-32,-5264,3976,-72,-11772,3988592,447208,64624,3976,-72,-11772,447208,1380,20,-9,20,4,3,-9,3,284690,
658,1580,316,-5273,3534,707,-11792,3989086,447207,64624,3534,707,-11792,447207,1294,234,5,234,-445,-14,5,-14,284695,
659,1591,244,-4808,3559,547,-10753,3989292,447206,64624,3559,547,-10753,447206,1374,43,43,43,51,-26,43,-26,284577,
660,1837,0,-5227,4109,1,-11689,3988254,447207,64624,4109,1,-11689,447207,1410,7,14,7,20,-1,14,-1,284661,
661,1849,626,-4834,4136,1401,-10810,3989738,447204,64624,4136,1401,-10810,447204,1421,0,3,0,-75,-61,3,-61,284668,
662,1667,110,-5268,3729,245,-11781,3989303,447207,64624,3729,245,-11781,447207,1389,24,0,24,0,-8,0,-8,284691,
663,1770,99,-5311,3960,221,-11877,3988544,447208,64624,3960,221,-11877,447208,1394,62,-21,62,-146,63,-21,63,284671,
664,1633,84,-5401,3653,188,-12078,3989347,447207,64624,3653,188,-12078,447207,1384,22,-28,22,26,13,-28,13,284688,
665,1653,-329,-5508,3697,-736,-12318,3989295,447207,64608,3697,-736,-12318,447207,1387,-60,-44,-60,-127,-87,-44,-87,284659,
666,1732,-39,-5315,3874,-88,-11886,3988574,447207,64608,3874,-88,-11886,447207,1298,-1,51,-1,19,-18,51,-18,284659,
667,1602,-302,-5286,3584,-675,-11820,3988992,447207,64608,3584,-675,-11820,447207,1336,-165,-29,-165,-471,-136,-29,-136,284659,
668,1741,-169,-5263,3895,-379,-11768,3988353,447208,64608,3895,-379,-11768,447208,1388,-75,26,-75,-137,118,26,118,284583,
669,1865,96,-5268,4170,216,-11780,3988504,447207,64608,4170,216,-11780,447207,1348,-131,33,-131,-188,63,33,63,284661,
670,396,889,-5480,887,1989,-12255,3990543,447201,64608,887,1989,-12255,447201,1115,213,-48,213,-164,59,-48,59,284668,
671,1511,-49,-5113,3379,-110,-11433,3989757,447205,64608,3379,-110,-11433,447205,1332,28,-8,28,20,25,-8,25,284662,
672,1791,-1,-5188,4005,-3,-11601,3989307,447208,64608,4005,-3,-11601,447208,1395,9,-16,9,9,20,-16,20,284633,
673,1908,515,-5190,4267,1152,-11606,3988052,447206,64608,4267,1152,-11606,447206,1414,-22,-10,-22,-139,-27,-10,-27,284665,
674,1941,573,-5747,4340,1282,-12852,3989736,447205,64608,4340,1282,-12852,447205,1421,-21,9,-21,-82,84,9,84,284645,
675,1974,143,-5252,4414,321,-11745,3989088,447207,64608,4414,321,-11745,447207,1372,-66,3,-66,-53,12,3,12,284700,
676,2114,-138,-5411,4728,-310,-12101,3988330,447206,64608,4728,-310,-12101,447206,1292,15,44,15,16,-6,44,-6,284693,
677,1563,278,-5196,3495,623,-11619,3988349,447207,64608,3495,623,-11619,447207,1314,151,24,151,-295,-24,24,-24,284691,
678,1706,-22,-5280,3814,-50,-11808,3988557,447207,64608,3814,-50,-11808,447207,1365,-77,-22,-77,-327,-112,-22,-112,284660,
679,1649,127,-5088,3689,285,-11378,3989013,447207,64608,3689,285,-11378,447207,1366,38,65,38,-12,-105,65,-105,284576,
680,1797,-92,-5176,4019,-207,-11575,3988773,447208,64608,4019,-207,-11575,447208,1409,6,19,6,-189,-16,19,-16,284684,
681,1797,23,-5235,4019,53,-11706,3988508,447208,64608,4019,53,-11706,447208,1388,40,29,40,-16,-29,29,-29,284675,
682,1232,-877,-5911,2755,-1962,-13219,3987310,447202,64608,2755,-1962,-13219,447202,1363,-86,-53,-86,-140,-119,-53,-119,284611,
683,1818,-135,-5536,4065,-302,-12379,3988315,447207,64608,4065,-302,-12379,447207,1408,-10,-7,-10,9,-53,-7,-53,284598,
684,1572,-31,-5456,3516,-71,-12200,3989337,447207,64608,3516,-71,-12200,447207,1351,-8,-56,-8,16,-8,-56,-8,284628,
685,1848,74,-5225,4133,166,-11684,3988531,447207,64608,4133,166,-11684,447207,1341,-51,-94,-51,-26,-61,-94,-61,284597,
686,1875,-121,-5277,4194,-271,-11801,3988330,447207,64608,4194,-271,-11801,447207,1387,3,-44,3,12,1,-44,1,284668,
687,1127,-198,-5490,2520,-444,-12276,3987617,447205,64608,2520,-444,-12276,447205,1198,-76,-80,-76,-16,-24,-80,-24,284671,
688,1672,-71,-5436,3738,-160,-12156,3988563,447207,64592,3738,-160,-12156,447207,1296,20,61,20,-3,-47,61,-47,284593,
689,1757,-80,-5202,3930,-180,-11632,3988506,447208,64608,3930,-180,-11632,447208,1385,23,22,23,-111,-33,22,-33,284673,
690,1816,-161,-5210,4061,-361,-11652,3988008,447208,64592,4061,-361,-11652,447208,1414,1,7,1,-191,34,7,34,284686,
691,1806,-429,-5439,4039,-959,-12162,3989034,447207,64592,4039,-959,-12162,447207,1421,-21,-6,-21,-237,-100,-6,-100,284650,
692,1912,0,-5453,4277,0,-12195,3988075,447207,64592,4277,0,-12195,447207,1417,-7,18,-7,29,-8,18,-8,284632,
693,1636,221,-5078,3660,495,-11357,3987791,447207,64592,3660,495,-11357,447207,1373,54,54,54,-25,-56,54,-56,284628,
694,1703,215,-5168,3810,482,-11556,3988822,447207,64592,3810,482,-11556,447207,1398,27,23,27,-13,-25,23,-25,284695,
695,1807,-116,-5167,4042,-260,-11554,3988307,447208,64592,4042,-260,-11554,447208,1410,-50,37,-50,-328,179,37,179,284588,
696,1807,-31,-5179,4042,-71,-11581,3988744,447208,64592,4042,-71,-11581,447208,1396,4,55,4,30,5,55,5,284605,
697,1820,-12,-5191,4070,-27,-11609,3988595,447208,64592,4070,-27,-11609,447208,1418,1,16,1,13,1,16,1,284690,
698,1972,-520,-5330,4410,-1163,-11918,3988771,447207,64592,4410,-1163,-11918,447207,1397,97,19,97,-343,-53,19,-53,284700,
699,1913,50,-5294,4279,113,-11838,3988840,447207,64592,4279,113,-11838,447207,1402,16,13,16,46,-9,13,-9,284707,
700,1802,13,-5258,4030,30,-11757,3988296,447208,64592,4030,30,-11757,447208,1386,22,-50,22,0,33,-50,33,284605,
701,1659,-750,-5369,3711,-1678,-12007,3987293,447207,64592,3711,-1678,-12007,447207,1390,-123,-19,-123,-645,-25,-19,-25,284689,
702,1831,146,-5191,4096,328,-11608,3987516,447207,64592,4096,328,-11608,447207,1416,-22,-5,-22,-14,-41,-5,-41,284691,
703,1848,-5,-5258,4132,-11,-11759,3988080,447208,64592,4132,-11,-11759,447208,1424,-2,0,-2,0,-25,0,-25,284686,
704,2080,-65,-5077,4653,-146,-11353,3987360,447206,64592,4653,-146,-11353,447206,1389,10,-30,10,7,0,-30,0,284671,
705,1811,344,-5000,4050,769,-11181,3987281,447206,64592,4050,769,-11181,447206,1416,1,-7,1,-39,-43,-7,-43,284668,
706,1766,59,-5300,3950,132,-11852,3987852,447208,64592,3950,132,-11852,447208,1367,69,-22,69,-73,18,-22,18,284699,
707,1813,46,-5381,4054,104,-12033,3987812,447208,64592,4054,104,-12033,447208,1409,9,0,9,17,0,0,0,284607,
708,1689,-345,-5086,3778,-772,-11374,3989076,447205,64592,3778,-772,-11374,447205,1413,-17,10,-17,-21,21,10,21,284678,
709,1955,520,-5262,4372,1164,-11766,3988985,447206,64592,4372,1164,-11766,447206,1417,-31,3,-31,-122,3,3,3,284698,
710,1814,-53,-5185,4056,-119,-11594,3988056,447208,64592,4056,-119,-11594,447208,1418,-9,16,-9,16,12,16,12,284672,
711,1740,132,-5141,3891,296,-11496,3987842,447207,64592,3891,296,-11496,447207,1401,31,31,31,-35,-41,31,-41,284664,
712,1880,0,-5158,4205,0,-11534,3988573,447208,64592,4205,0,-11534,447208,1396,15,-22,15,8,6,-22,6,284646,
713,2050,56,-5433,4586,125,-12149,3987758,447206,64592,4586,125,-12149,447206,1339,-9,29,-9,9,5,29,5,284676,
714,2105,326,-5068,4707,729,-11334,3987279,447205,64592,4707,729,-11334,447205,1359,-43,-10,-43,-29,-17,-10,-17,284683,
715,1781,-72,-5318,3983,-162,-11893,3988328,447207,64592,3983,-162,-11893,447207,1283,89,55,89,-54,-48,55,-48,284683,
716,1108,27,-5037,2478,61,-11264,3987318,447204,64592,2478,61,-11264,447204,1296,7,41,7,14,-5,41,-5,284698,
717,1790,-26,-5276,4003,-58,-11799,3988756,447207,64592,4003,-58,-11799,447207,1383,6,18,6,7,-5,18,-5,284702,
718,1426,7,-5198,3189,16,-11625,3987771,447206,64576,3189,16,-11625,447206,1237,0,42,0,9,0,42,0,284686,
719,1449,-524,-5576,3240,-1172,-12469,3987274,447206,64576,3240,-1172,-12469,447206,1339,-71,-36,-71,-152,-110,-36,-110,284617,
720,1785,-218,-5341,3992,-487,-11944,3987792,447207,64576,3992,-487,-11944,447207,1401,-8,-10,-8,-13,-24,-10,-24,284681,
721,1725,-48,-5354,3859,-107,-11973,3988357,447207,64576,3859,-107,-11973,447207,1360,-35,-54,-35,-2,-29,-54,-29,284663,
722,1725,-48,-5354,3859,-107,-11973,3988357,447207,64576,3859,-107,-11973,447207,1360,-35,-54,-35,-2,-29,-54,-29,284663,
723,1619,113,-5422,3622,254,-12125,3988595,447207,64576,3622,254,-12125,447207,1364,34,-35,34,-23,17,-35,17,284697,
724,1819,98,-5320,4069,220,-11898,3988075,447208,64576,4069,220,-11898,447208,1384,-51,-5,-51,-130,13,-5,13,284695,
725,1794,-29,-5324,4013,-66,-11905,3988283,447208,64576,4013,-66,-11905,447208,1407,-4,-13,-4,20,8,-13,8,284684,
726,1844,-1,-5299,4123,-3,-11849,3988006,447208,64576,4123,-3,-11849,447208,1421,0,-2,0,13,0,-2,0,284687,
727,1761,0,-5317,3938,0,-11889,3988300,447207,64576,3938,0,-11889,447207,1412,0,-5,0,11,0,-5,0,284706,
728,1703,248,-5344,3808,556,-11951,3987573,447207,64576,3808,556,-11951,447207,1403,35,-12,35,-56,21,-12,21,284685,
729,1817,-21,-5219,4063,-49,-11671,3987777,447208,64576,4063,-49,-11671,447208,1414,-10,21,-10,-10,66,21,66,284593,
730,1660,580,-5321,3712,1297,-11900,3988523,447207,64576,3712,1297,-11900,447207,1377,170,-13,170,-647,90,-13,90,284656,
731,1845,44,-5203,4127,100,-11634,3988039,447208,64576,4127,100,-11634,447208,1390,52,-51,52,39,73,-51,73,284593,
732,1669,891,-5266,3734,1994,-11775,3987375,447207,64576,3734,1994,-11775,447207,1395,143,-2,143,-823,-61,-2,-61,284676,
733,1828,152,-5181,4089,341,-11586,3987545,447208,64576,4089,341,-11586,447208,1418,25,1,25,80,-26,1,-26,284674,
734,1852,20,-5229,4142,46,-11693,3988016,447208,64576,4142,46,-11693,447208,1424,2,2,2,16,-11,2,-11,284635,
735,1842,325,-6276,4118,726,-14034,3989021,447204,64576,4118,726,-14034,447204,1426,1,-2,1,-5,80,-2,80,284461,
736,1886,-2,-5298,4218,-6,-11848,3987611,447208,64576,4218,-6,-11848,447208,1417,3,5,3,16,10,5,10,284642,
737,2224,829,-4683,4974,1854,-10473,3986621,447203,64576,4974,1854,-10473,447203,1391,-65,-45,-65,-116,-95,-45,-95,284621,
738,1735,-26,-5333,3879,-59,-11925,3987857,447207,64576,3879,-59,-11925,447207,1302,-11,48,-11,26,-20,48,-20,284655,
739,1637,76,-5192,3662,170,-11611,3988042,447207,64576,3662,170,-11611,447207,1312,93,33,93,-90,-24,33,-24,284692,
740,1641,44,-5071,3671,99,-11339,3988506,447207,64576,3671,99,-11339,447207,1381,13,26,13,25,-1,26,-1,284688,
741,1986,-1155,-5581,4442,-2583,-12480,3989233,447202,64576,4442,-2583,-12480,447202,1409,35,17,35,-215,-67,17,-67,284672,
742,1729,-95,-5047,3867,-214,-11286,3988828,447205,64576,3867,-214,-11286,447205,1416,0,14,0,23,-1,14,-1,284680,
743,1781,-62,-5250,3984,-138,-11741,3988069,447208,64560,3984,-138,-11741,447208,1391,-41,6,-41,-41,0,6,0,284695,
744,1786,12,-5251,3995,27,-11741,3987810,447208,64576,3995,27,-11741,447208,1389,36,20,36,-61,-30,20,-30,284696,
745,1879,-23,-5233,4201,-51,-11702,3988046,447208,64560,4201,-51,-11702,447208,1395,19,1,19,4,-2,1,-2,284712,
746,1841,-74,-5160,4118,-167,-11538,3988275,447208,64560,4118,-167,-11538,447208,1418,6,0,6,-21,43,0,43,284679,
747,1807,-187,-5249,4042,-419,-11738,3987358,447208,64560,4042,-419,-11738,447208,1417,-28,3,-28,-120,23,3,23,284699,
748,1920,63,-5236,4294,141,-11709,3987845,447207,64576,4294,141,-11709,447207,1381,-44,-12,-44,-9,-8,-12,-8,284687,
749,1864,-11,-5293,4168,-26,-11837,3987871,447208,64576,4168,-26,-11837,447208,1408,-9,-1,-9,8,0,-1,0,284711,
750,1596,-28,-5435,3569,-64,-12155,3987335,447207,64560,3569,-64,-12155,447207,1307,-23,-103,-23,12,-18,-103,-18,284616,
751,1404,425,-5009,3139,951,-11202,3988603,447206,64560,3139,951,-11202,447206,1323,92,60,92,-122,-128,60,-128,284553,
752,1993,-65,-5354,4457,-147,-11974,3987279,447206,64560,4457,-147,-11974,447206,1301,64,76,64,-2,-49,76,-49,284616,
753,1712,66,-5171,3828,148,-11564,3987859,447207,64560,3828,148,-11564,447207,1344,85,-7,85,-117,43,-7,43,284656,
754,1793,207,-5315,4009,463,-11886,3987876,447208,64560,4009,463,-11886,447208,1402,10,0,10,-194,77,0,77,284661,
755,1714,40,-5466,3834,89,-12222,3988521,447206,64560,3834,89,-12222,447206,1414,3,-12,3,25,15,-12,15,284680,
756,697,1470,-5802,1560,3288,-12975,3989027,447203,64560,1560,3288,-12975,447203,1196,336,-117,336,-488,172,-117,172,284653,
757,1651,145,-5406,3693,325,-12090,3987564,447207,64560,3693,325,-12090,447207,1358,51,-34,51,53,32,-34,32,284697,
758,1746,-128,-5390,3904,-287,-12052,3987556,447207,64560,3904,-287,-12052,447207,1401,-8,-17,-8,-42,-18,-17,-18,284707,
759,2113,1125,-5618,4725,2516,-12564,3989000,447205,64560,4725,2516,-12564,447205,1391,-111,27,-111,-419,125,27,125,284658,
760,1639,265,-5212,3666,593,-11656,3988327,447207,64560,3666,593,-11656,447207,1332,205,28,205,-515,-24,28,-24,284700,
761,1787,-103,-5036,3997,-232,-11261,3987380,447207,64560,3997,-232,-11261,447207,1399,36,5,36,-22,60,5,60,284657,
762,1817,-55,-5233,4063,-123,-11702,3988550,447207,64560,4063,-123,-11702,447207,1418,4,2,4,6,14,2,14,284711,
763,1852,217,-5280,4142,487,-11808,3988248,447207,64560,4142,487,-11808,447207,1425,0,0,0,-50,9,0,9,284719,
764,1614,-279,-5313,3610,-625,-11881,3988126,447207,64560,3610,-625,-11881,447207,1323,-166,-19,-166,-251,-33,-19,-33,284705,
765,1769,313,-5200,3955,702,-11628,3987340,447207,64560,3955,702,-11628,447207,1396,-21,-3,-21,-353,-97,-3,-97,284688,
766,2200,383,-5070,4920,858,-11339,3988817,447205,64560,4920,858,-11339,447205,1365,-60,-27,-60,-9,-45,-27,-45,284703,
767,1826,-115,-5389,4084,-258,-12052,3987585,447208,64560,4084,-258,-12052,447208,1395,26,29,26,-86,-112,29,-112,284583,
768,1784,-8,-5249,3991,-19,-11738,3987512,447208,64560,3991,-19,-11738,447208,1411,-2,6,-2,20,-20,6,-20,284682,
769,1865,-649,-4862,4172,-1452,-10873,3986352,447202,64560,4172,-1452,-10873,447202,1423,0,2,0,-53,37,2,37,284671,
770,1832,-45,-5266,4096,-100,-11775,3987297,447208,64560,4096,-100,-11775,447208,1419,-10,0,-10,-5,3,0,3,284683,
771,1627,1071,-5693,3638,2395,-12730,3986402,447204,64560,3638,2395,-12730,447204,1411,66,-26,66,-332,135,-26,135,284640,
772,2282,-410,-5261,5104,-917,-11765,3986812,447204,64560,5104,-917,-11765,447204,1363,72,-17,72,-20,30,-17,30,284673,
773,1630,82,-5380,3646,183,-12031,3987108,447207,64560,3646,183,-12031,447207,1334,13,-54,13,27,11,-54,11,284671,
774,1785,29,-5340,3991,65,-11941,3987798,447208,64544,3991,65,-11941,447208,1399,10,-10,10,-116,-88,-10,-88,284657,
775,1876,527,-5010,4196,1180,-11203,3986778,447205,64544,4196,1180,-11203,447205,1418,-6,-6,-6,-92,-74,-6,-74,284665,
776,1863,-9,-5273,4167,-20,-11791,3987630,447208,64544,4167,-20,-11791,447208,1424,-12,2,-12,-114,28,2,28,284699,
777,2081,352,-5682,4654,788,-12707,3986906,447206,64544,4654,788,-12707,447206,1391,-58,61,-58,-65,99,61,99,284608,
778,1820,-79,-5187,4070,-177,-11599,3987131,447207,64544,4070,-177,-11599,447207,1347,84,1,84,-107,38,1,38,284681,
779,1784,74,-5267,3989,166,-11779,3987350,447208,64544,3989,166,-11779,447208,1397,23,1,23,0,5,1,5,284713,
780,1524,-213,-5436,3409,-477,-12156,3987855,447207,64544,3409,-477,-12156,447207,1332,-67,-48,-67,-52,-42,-48,-42,284690,
781,1829,-109,-5057,4090,-244,-11309,3987869,447207,64544,4090,-244,-11309,447207,1393,-2,-49,-2,5,32,-49,32,284529,
782,1920,-179,-5166,4295,-400,-11553,3987817,447207,64544,4295,-400,-11553,447207,1389,45,-57,45,-64,76,-57,76,284585,
783,2000,-262,-5782,4472,-585,-12931,3988016,447206,64544,4472,-585,-12931,447206,1395,41,34,41,-41,-73,34,-73,284558,
784,1847,9,-5243,4131,21,-11725,3987306,447208,64544,4131,21,-11725,447208,1418,6,8,6,-6,-8,8,-8,284662,
785,2165,-101,-5313,4842,-226,-11881,3987876,447206,64544,4842,-226,-11881,447206,1362,17,11,17,13,-3,11,-3,284677,
786,1740,-238,-5237,3891,-532,-11712,3986606,447207,64544,3891,-532,-11712,447207,1401,-19,5,-19,-77,4,5,4,284692,
787,1894,-24,-5224,4237,-53,-11682,3986389,447207,64544,4237,-53,-11682,447207,1413,0,-1,0,17,1,-1,1,284688,
788,2021,-179,-4986,4520,-402,-11149,3988090,447206,64544,4520,-402,-11149,447206,1410,13,-22,13,-2,22,-22,22,284672,
789,1827,-152,-5239,4087,-341,-11716,3987146,447208,64544,4087,-341,-11716,447208,1417,-27,5,-27,-240,96,5,96,284655,
790,1801,56,-5235,4027,126,-11706,3987133,447208,64544,4027,126,-11706,447208,1407,20,12,20,0,0,12,0,284695,
791,1806,-384,-5115,4040,-860,-11439,3987573,447208,64544,4040,-860,-11439,447208,1417,-37,19,-37,-374,151,19,151,284650,
792,1476,-310,-5247,3301,-694,-11733,3987602,447207,64544,3301,-694,-11733,447207,1287,-140,7,-140,-93,25,7,25,284692,
793,1476,-310,-5247,3301,-694,-11733,3987602,447207,64544,3301,-694,-11733,447207,1287,-140,7,-140,-93,25,7,25,284692,
794,1751,-66,-5270,3917,-148,-11786,3987033,447208,64544,3917,-148,-11786,447208,1374,-69,19,-69,-168,70,19,70,284670,
795,1828,247,-5316,4089,553,-11887,3987083,447208,64544,4089,553,-11887,447208,1411,-22,9,-22,-284,97,9,97,284678,
796,1900,-62,-5220,4248,-138,-11673,3987617,447208,64544,4248,-138,-11673,447208,1417,0,-1,0,31,19,-1,19,284696,
797,1863,-307,-4971,4166,-686,-11116,3987775,447207,64544,4166,-686,-11116,447207,1424,1,-1,1,-91,106,-1,106,284610,
798,1877,-13,-5326,4198,-30,-11909,3986888,447208,64544,4198,-30,-11909,447208,1412,12,22,12,7,-7,22,-7,284645,
799,1639,-10,-5211,3667,-24,-11654,3987308,447207,64544,3667,-24,-11654,447207,1240,-37,65,-37,0,10,65,10,284675,
800,1706,3,-5187,3816,8,-11599,3987293,447208,64544,3816,8,-11599,447208,1357,-49,24,-49,-118,17,24,17,284679,
